"SUID","coexpression","cooccurrence","databases","experiments","fusion","interaction","interspecies","name","neighborhood","score","selected","shared interaction","shared name","textmining" 
"20436","0.229",,,"0.132",,"pp",,"TYROBP (pp) CLEC7A",,"0.656","false","pp","TYROBP (pp) CLEC7A","0.527"
"20437","0.411",,,,,"pp",,"TYROBP (pp) RNASE2",,"0.519","false","pp","TYROBP (pp) RNASE2","0.217"
"20438","0.088",,,,,"pp",,"TYROBP (pp) CTLA4",,"0.431","false","pp","TYROBP (pp) CTLA4","0.402"
"20439","0.825",,,,,"pp",,"TYROBP (pp) CD14",,"0.842","false","pp","TYROBP (pp) CD14","0.131"
"20440","0.485",,,,,"pp",,"TYROBP (pp) EMR1",,"0.555","false","pp","TYROBP (pp) EMR1","0.172"
"20441","0.547",,,,,"pp",,"TYROBP (pp) TLR8",,"0.735","false","pp","TYROBP (pp) TLR8","0.44"
"20442","0.268",,,,,"pp",,"TYROBP (pp) CD84",,"0.415","false","pp","TYROBP (pp) CD84","0.233"
"20443","0.563",,,,,"pp",,"TYROBP (pp) STAB1",,"0.564","false","pp","TYROBP (pp) STAB1","0.042"
"20444","0.827",,,,,"pp",,"TYROBP (pp) C1QB",,"0.89","false","pp","TYROBP (pp) C1QB","0.39"
"20445","0.23",,,,,"pp",,"TYROBP (pp) LILRB1",,"0.577","false","pp","TYROBP (pp) LILRB1","0.474"
"20446","0.53",,,,,"pp",,"TYROBP (pp) MARCO",,"0.592","false","pp","TYROBP (pp) MARCO","0.168"
"20447","0.568",,,,,"pp",,"TYROBP (pp) HCLS1",,"0.586","false","pp","TYROBP (pp) HCLS1","0.079"
"20448","0.53",,,,,"pp",,"TYROBP (pp) SIGLEC7",,"0.699","false","pp","TYROBP (pp) SIGLEC7","0.385"
"20449","0.061",,,,,"pp",,"TYROBP (pp) CSF1",,"0.699","false","pp","TYROBP (pp) CSF1","0.692"
"20450","0.156",,,"0.077",,"pp",,"TYROBP (pp) CLEC4G",,"0.58","false","pp","TYROBP (pp) CLEC4G","0.503"
"20451","0.608",,,,,"pp",,"TYROBP (pp) ADAP2",,"0.608","false","pp","TYROBP (pp) ADAP2",
"20452","0.469",,,"0.268",,"pp",,"TYROBP (pp) CD300C",,"0.801","false","pp","TYROBP (pp) CD300C","0.531"
"20453","0.549",,,,,"pp",,"TYROBP (pp) CD86",,"0.703","false","pp","TYROBP (pp) CD86","0.369"
"20454","0.296",,,,,"pp",,"TYROBP (pp) NLRP3",,"0.432","false","pp","TYROBP (pp) NLRP3","0.226"
"20455","0.521",,,,,"pp",,"TYROBP (pp) MS4A4A",,"0.655","false","pp","TYROBP (pp) MS4A4A","0.31"
"20456","0.532",,,,,"pp",,"TYROBP (pp) SIGLEC1",,"0.664","false","pp","TYROBP (pp) SIGLEC1","0.311"
"20457","0.523",,,,,"pp",,"TYROBP (pp) FPR3",,"0.558","false","pp","TYROBP (pp) FPR3","0.111"
"20458","0.817",,,,,"pp",,"TYROBP (pp) C1orf162",,"0.817","false","pp","TYROBP (pp) C1orf162",
"20459","0.747",,,,,"pp",,"TYROBP (pp) MYO1F",,"0.832","false","pp","TYROBP (pp) MYO1F","0.362"
"20460","0.061",,"0.9",,,"pp",,"TYROBP (pp) FYN",,"0.928","false","pp","TYROBP (pp) FYN","0.297"
"20461","0.364",,,,,"pp",,"TYROBP (pp) C5AR1",,"0.449","false","pp","TYROBP (pp) C5AR1","0.168"
"20462","0.085",,,,,"pp",,"TYROBP (pp) FCAR",,"0.564","false","pp","TYROBP (pp) FCAR","0.543"
"20463","0.476",,,"0.077",,"pp",,"TYROBP (pp) CLEC12A",,"0.574","false","pp","TYROBP (pp) CLEC12A","0.19"
"20464","0.061",,,"0.077",,"pp",,"TYROBP (pp) KLRG1",,"0.434","false","pp","TYROBP (pp) KLRG1","0.4"
"20465","0.229",,,,,"pp",,"TYROBP (pp) DOK3",,"0.719","false","pp","TYROBP (pp) DOK3","0.65"
"20466","0.214",,,,,"pp",,"TYROBP (pp) CX3CR1",,"0.577","false","pp","TYROBP (pp) CX3CR1","0.484"
"20467","0.571",,,,,"pp",,"TYROBP (pp) FCGR2B",,"0.703","false","pp","TYROBP (pp) FCGR2B","0.337"
"20468","0.786",,,,,"pp",,"TYROBP (pp) CD163",,"0.827","false","pp","TYROBP (pp) CD163","0.222"
"20469","0.372",,,,,"pp",,"TYROBP (pp) HLA-DRB1",,"0.485","false","pp","TYROBP (pp) HLA-DRB1","0.214"
"20470","0.534",,,"0.087",,"pp",,"TYROBP (pp) CD300A",,"0.756","false","pp","TYROBP (pp) CD300A","0.473"
"20471","0.299",,"0.9","0.379",,"pp",,"TYROBP (pp) SIGLEC14",,"0.978","false","pp","TYROBP (pp) SIGLEC14","0.559"
"20472","0.54",,,,,"pp",,"TYROBP (pp) MPEG1",,"0.641","false","pp","TYROBP (pp) MPEG1","0.251"
"20473","0.351",,,,,"pp",,"TYROBP (pp) TLR1",,"0.612","false","pp","TYROBP (pp) TLR1","0.427"
"20474","0.55",,,,,"pp",,"TYROBP (pp) RGS1",,"0.558","false","pp","TYROBP (pp) RGS1","0.06"
"20475","0.46",,,,,"pp",,"TYROBP (pp) RGS18",,"0.485","false","pp","TYROBP (pp) RGS18","0.087"
"20476","0.674",,,,,"pp",,"TYROBP (pp) NCF2",,"0.705","false","pp","TYROBP (pp) NCF2","0.134"
"20477","0.81",,,,,"pp",,"TYROBP (pp) FCGR3A",,"0.883","false","pp","TYROBP (pp) FCGR3A","0.41"
"20478","0.785",,,,,"pp",,"TYROBP (pp) MNDA",,"0.786","false","pp","TYROBP (pp) MNDA","0.043"
"20479","0.557",,,,,"pp",,"TYROBP (pp) S100A8",,"0.578","false","pp","TYROBP (pp) S100A8","0.086"
"20480","0.565",,,,,"pp",,"TYROBP (pp) S100A9",,"0.601","false","pp","TYROBP (pp) S100A9","0.121"
"20481","0.584",,,,,"pp",,"TYROBP (pp) TNFAIP8L2",,"0.584","false","pp","TYROBP (pp) TNFAIP8L2",
"20482","0.731",,,,,"pp",,"TYROBP (pp) FCGR1A",,"0.808","false","pp","TYROBP (pp) FCGR1A","0.315"
"20483","0.694",,,,,"pp",,"TYROBP (pp) FCGR1B",,"0.708","false","pp","TYROBP (pp) FCGR1B","0.086"
"20484","0.426",,,,,"pp",,"TYROBP (pp) ADORA3",,"0.44","false","pp","TYROBP (pp) ADORA3","0.065"
"20485","0.109",,"0.9",,,"pp",,"TYROBP (pp) VAV3",,"0.947","false","pp","TYROBP (pp) VAV3","0.459"
"20486","0.153",,,,,"pp",,"TYROBP (pp) CARD9",,"0.497","false","pp","TYROBP (pp) CARD9","0.43"
"20487","0.683",,,,,"pp",,"TYROBP (pp) FCN1",,"0.688","false","pp","TYROBP (pp) FCN1","0.054"
"20488","0.536",,,,,"pp",,"TYROBP (pp) CSF3R",,"0.543","false","pp","TYROBP (pp) CSF3R","0.054"
"20489","0.535",,"0.9","0.379",,"pp",,"TYROBP (pp) TREM2",,"0.997","false","pp","TYROBP (pp) TREM2","0.925"
"20490",,,,,,"pp",,"TYROBP (pp) SRC",,"0.711","false","pp","TYROBP (pp) SRC","0.711"
"20491","0.576",,,,,"pp",,"TYROBP (pp) THEMIS2",,"0.601","false","pp","TYROBP (pp) THEMIS2","0.096"
"20492","0.685",,,,,"pp",,"TYROBP (pp) FGR",,"0.821","false","pp","TYROBP (pp) FGR","0.454"
"20493","0.553",,,,,"pp",,"TYROBP (pp) ALOX5",,"0.553","false","pp","TYROBP (pp) ALOX5",
"20494","0.85",,,,,"pp",,"TYROBP (pp) C1QC",,"0.895","false","pp","TYROBP (pp) C1QC","0.334"
"20495","0.897",,,,,"pp",,"TYROBP (pp) C1QA",,"0.932","false","pp","TYROBP (pp) C1QA","0.363"
"20496","0.69",,,,,"pp",,"TYROBP (pp) VSIG4",,"0.717","false","pp","TYROBP (pp) VSIG4","0.123"
"20497","0.349",,"0.9","0.379",,"pp",,"TYROBP (pp) SYK",,"0.988","false","pp","TYROBP (pp) SYK","0.751"
"20498","0.531",,,,,"pp",,"TYROBP (pp) AIF1",,"0.718","false","pp","TYROBP (pp) AIF1","0.424"
"20499","0.437",,,,,"pp",,"TYROBP (pp) LST1",,"0.437","false","pp","TYROBP (pp) LST1",
"20500","0.56",,,,,"pp",,"TYROBP (pp) GPR183",,"0.58","false","pp","TYROBP (pp) GPR183","0.085"
"20501","0.348",,,,,"pp",,"TYROBP (pp) GPR34",,"0.61","false","pp","TYROBP (pp) GPR34","0.425"
"20502","0.56",,,,,"pp",,"TYROBP (pp) CYBB",,"0.595","false","pp","TYROBP (pp) CYBB","0.116"
"20503","0.643",,,,,"pp",,"TYROBP (pp) LY86",,"0.77","false","pp","TYROBP (pp) LY86","0.382"
"20504","0.217",,,,,"pp",,"TYROBP (pp) TLR7",,"0.569","false","pp","TYROBP (pp) TLR7","0.473"
"20505","0.172",,"0.9","0.379",,"pp",,"TYROBP (pp) SIRPB1",,"0.975","false","pp","TYROBP (pp) SIRPB1","0.581"
"20506",,,"0.9","0.294",,"pp",,"TYROBP (pp) KLRC2",,"0.976","false","pp","TYROBP (pp) KLRC2","0.69"
"20507","0.063",,"0.9","0.077",,"pp",,"TYROBP (pp) KLRD1",,"0.979","false","pp","TYROBP (pp) KLRD1","0.794"
"20508","0.162",,,,,"pp",,"TYROBP (pp) GPNMB",,"0.547","false","pp","TYROBP (pp) GPNMB","0.481"
"20509","0.191",,,"0.077",,"pp",,"TYROBP (pp) CLEC6A",,"0.528","false","pp","TYROBP (pp) CLEC6A","0.419"
"20510","0.431",,,,,"pp",,"TYROBP (pp) LILRB4",,"0.558","false","pp","TYROBP (pp) LILRB4","0.255"
"20511","0.295",,,,,"pp",,"TYROBP (pp) LAIR1",,"0.532","false","pp","TYROBP (pp) LAIR1","0.363"
"20512","0.907",,,,,"pp",,"TYROBP (pp) LILRB2",,"0.926","false","pp","TYROBP (pp) LILRB2","0.242"
"20513","0.224",,"0.9","0.408",,"pp",,"TYROBP (pp) CD300E",,"0.994","false","pp","TYROBP (pp) CD300E","0.901"
"20514","0.534",,"0.9","0.087",,"pp",,"TYROBP (pp) CD300LB",,"0.995","false","pp","TYROBP (pp) CD300LB","0.904"
"20515","0.421",,,,,"pp",,"TYROBP (pp) HLA-DRA",,"0.543","false","pp","TYROBP (pp) HLA-DRA","0.244"
"20516","0.11",,,"0.077",,"pp",,"TYROBP (pp) CD72",,"0.487","false","pp","TYROBP (pp) CD72","0.425"
"20517","0.553",,,,,"pp",,"TYROBP (pp) NCF4",,"0.572","false","pp","TYROBP (pp) NCF4","0.082"
"20518","0.681",,,,,"pp",,"TYROBP (pp) SLC7A7",,"0.688","false","pp","TYROBP (pp) SLC7A7","0.06"
"20519","0.852",,,,,"pp",,"TYROBP (pp) ITGB2",,"0.903","false","pp","TYROBP (pp) ITGB2","0.377"
"20520","0.227",,"0.8",,,"pp",,"TYROBP (pp) SIRPA",,"0.911","false","pp","TYROBP (pp) SIRPA","0.475"
"20521","0.517",,,,,"pp",,"TYROBP (pp) CSF2RB",,"0.519","false","pp","TYROBP (pp) CSF2RB","0.046"
"20522","0.712",,,,,"pp",,"TYROBP (pp) IFI30",,"0.738","false","pp","TYROBP (pp) IFI30","0.126"
"20523","0.061",,,,,"pp",,"TYROBP (pp) IL6",,"0.456","false","pp","TYROBP (pp) IL6","0.444"
"20524","0.083",,,,,"pp",,"TYROBP (pp) NFATC1",,"0.563","false","pp","TYROBP (pp) NFATC1","0.543"
"20525","0.093",,,,,"pp",,"TYROBP (pp) TLR6",,"0.453","false","pp","TYROBP (pp) TLR6","0.422"
"20526","0.474",,,,,"pp",,"TYROBP (pp) PARVG",,"0.474","false","pp","TYROBP (pp) PARVG",
"20527","0.788",,,,,"pp",,"TYROBP (pp) MS4A6A",,"0.867","false","pp","TYROBP (pp) MS4A6A","0.398"
"20528","0.36",,,,,"pp",,"TYROBP (pp) HLA-DPA1",,"0.434","false","pp","TYROBP (pp) HLA-DPA1","0.151"
"20529","0.672",,,,,"pp",,"TYROBP (pp) SLA",,"0.672","false","pp","TYROBP (pp) SLA",
"20530","0.214",,,,,"pp",,"TYROBP (pp) PRF1",,"0.544","false","pp","TYROBP (pp) PRF1","0.444"
"20531","0.193",,,,,"pp",,"TYROBP (pp) TNF",,"0.566","false","pp","TYROBP (pp) TNF","0.484"
"20532","0.405",,,,,"pp",,"TYROBP (pp) HLA-DMB",,"0.436","false","pp","TYROBP (pp) HLA-DMB","0.092"
"20533","0.219",,,,,"pp",,"TYROBP (pp) INPP5D",,"0.72","false","pp","TYROBP (pp) INPP5D","0.656"
"20534","0.521",,,,,"pp",,"TYROBP (pp) TMEM176B",,"0.524","false","pp","TYROBP (pp) TMEM176B","0.049"
"20535","0.083",,,,,"pp",,"TYROBP (pp) IL10",,"0.454","false","pp","TYROBP (pp) IL10","0.429"
"20536",,,,,,"pp",,"TYROBP (pp) SIGLEC11",,"0.488","false","pp","TYROBP (pp) SIGLEC11","0.488"
"20537","0.49",,,,,"pp",,"TYROBP (pp) SIGLEC9",,"0.599","false","pp","TYROBP (pp) SIGLEC9","0.245"
"20538","0.112",,,,,"pp",,"TYROBP (pp) TREML2",,"0.557","false","pp","TYROBP (pp) TREML2","0.522"
"20539",,,,,,"pp",,"TYROBP (pp) CD200",,"0.439","false","pp","TYROBP (pp) CD200","0.439"
"20540","0.19",,,,,"pp",,"TYROBP (pp) LAT2",,"0.527","false","pp","TYROBP (pp) LAT2","0.44"
"20541","0.232",,,,,"pp",,"TYROBP (pp) LYN",,"0.529","false","pp","TYROBP (pp) LYN","0.413"
"20542","0.446",,,,,"pp",,"TYROBP (pp) FCGR3B",,"0.624","false","pp","TYROBP (pp) FCGR3B","0.349"
"20543","0.499",,,,,"pp",,"TYROBP (pp) MS4A14",,"0.499","false","pp","TYROBP (pp) MS4A14",
"20544","0.139",,,,,"pp",,"TYROBP (pp) TLR5",,"0.482","false","pp","TYROBP (pp) TLR5","0.424"
"20545","0.659",,,,,"pp",,"TYROBP (pp) ITGAM",,"0.812","false","pp","TYROBP (pp) ITGAM","0.471"
"20546","0.804",,,,,"pp",,"TYROBP (pp) HCK",,"0.878","false","pp","TYROBP (pp) HCK","0.403"
"20547","0.564",,,,,"pp",,"TYROBP (pp) ITGAX",,"0.731","false","pp","TYROBP (pp) ITGAX","0.408"
"20548","0.331",,,"0.077",,"pp",,"TYROBP (pp) MRC1",,"0.477","false","pp","TYROBP (pp) MRC1","0.221"
"20549","0.548",,,,,"pp",,"TYROBP (pp) DPEP2",,"0.548","false","pp","TYROBP (pp) DPEP2",
"20550","0.768",,,"0.087",,"pp",,"TYROBP (pp) CD300LF",,"0.874","false","pp","TYROBP (pp) CD300LF","0.454"
"20551","0.305",,,,,"pp",,"TYROBP (pp) ACP5",,"0.578","false","pp","TYROBP (pp) ACP5","0.418"
"20552","0.781",,,,,"pp",,"TYROBP (pp) FPR1",,"0.838","false","pp","TYROBP (pp) FPR1","0.291"
"20553","0.512",,,,,"pp",,"TYROBP (pp) GMFG",,"0.529","false","pp","TYROBP (pp) GMFG","0.073"
"20554","0.23",,,,,"pp",,"TYROBP (pp) VAV1",,"0.632","false","pp","TYROBP (pp) VAV1","0.541"
"20555","0.336",,,,,"pp",,"TYROBP (pp) CCL3",,"0.495","false","pp","TYROBP (pp) CCL3","0.27"
"20556","0.523",,,,,"pp",,"TYROBP (pp) GIMAP6",,"0.523","false","pp","TYROBP (pp) GIMAP6",
"20557","0.744",,,,,"pp",,"TYROBP (pp) ALOX5AP",,"0.746","false","pp","TYROBP (pp) ALOX5AP","0.049"
"20558","0.245",,,,,"pp",,"TYROBP (pp) P2RY6",,"0.432","false","pp","TYROBP (pp) P2RY6","0.279"
"20559","0.553",,,,,"pp",,"TYROBP (pp) CCL4",,"0.632","false","pp","TYROBP (pp) CCL4","0.212"
"20560","0.368",,"0.9",,,"pp",,"TYROBP (pp) BTK",,"0.959","false","pp","TYROBP (pp) BTK","0.412"
"20561",,,,"0.734",,"pp",,"RPS6KA6 (pp) S100B",,"0.734","false","pp","RPS6KA6 (pp) S100B",
"20562","0.061",,,"0.374",,"pp",,"RPS6KA6 (pp) MAPK11",,"0.401","false","pp","RPS6KA6 (pp) MAPK11","0.062"
"20563","0.061",,,,,"pp",,"RPS6KA6 (pp) PLA2G4E",,"0.45","false","pp","RPS6KA6 (pp) PLA2G4E","0.439"
"20564",,,"0.8",,,"pp",,"RPS6KA6 (pp) TBC1D7",,"0.8","false","pp","RPS6KA6 (pp) TBC1D7",
"20565","0.109",,,,,"pp",,"SAMHD1 (pp) IFIH1",,"0.686","false","pp","SAMHD1 (pp) IFIH1","0.662"
"20566",,,,,,"pp",,"SAMHD1 (pp) S100B",,"0.536","false","pp","SAMHD1 (pp) S100B","0.536"
"20567","0.109",,,,,"pp",,"SAMHD1 (pp) CCR5",,"0.595","false","pp","SAMHD1 (pp) CCR5","0.564"
"20568","0.062",,"0.9",,,"pp",,"SAMHD1 (pp) ISG20",,"0.919","false","pp","SAMHD1 (pp) ISG20","0.212"
"20569","0.081",,"0.9",,,"pp",,"SAMHD1 (pp) STAT2",,"0.922","false","pp","SAMHD1 (pp) STAT2","0.221"
"20570",,,,,,"pp",,"SAMHD1 (pp) NQO1",,"0.446","false","pp","SAMHD1 (pp) NQO1","0.446"
"20571",,,"0.9",,,"pp",,"SAMHD1 (pp) IP6K2",,"0.9","false","pp","SAMHD1 (pp) IP6K2",
"20572","0.128",,"0.9",,,"pp",,"SAMHD1 (pp) MX2","0.068","0.966","false","pp","SAMHD1 (pp) MX2","0.638"
"20573","0.132",,"0.9",,,"pp",,"SAMHD1 (pp) OAS2",,"0.931","false","pp","SAMHD1 (pp) OAS2","0.271"
"20574","0.063",,"0.9",,,"pp",,"SAMHD1 (pp) IFI6",,"0.918","false","pp","SAMHD1 (pp) IFI6","0.204"
"20575","0.082",,"0.9",,,"pp",,"SAMHD1 (pp) IRF5",,"0.914","false","pp","SAMHD1 (pp) IRF5","0.142"
"20576","0.181",,,,,"pp",,"SAMHD1 (pp) STAT1",,"0.415","false","pp","SAMHD1 (pp) STAT1","0.315"
"20577","0.097",,"0.9",,,"pp",,"SAMHD1 (pp) XAF1",,"0.915","false","pp","SAMHD1 (pp) XAF1","0.138"
"20578","0.063",,,,,"pp",,"SAMHD1 (pp) IFI16",,"0.485","false","pp","SAMHD1 (pp) IFI16","0.473"
"20579",,,,,,"pp",,"SAMHD1 (pp) MB21D1",,"0.593","false","pp","SAMHD1 (pp) MB21D1","0.593"
"20580","0.137",,"0.9",,,"pp",,"SAMHD1 (pp) GBP2",,"0.92","false","pp","SAMHD1 (pp) GBP2","0.148"
"20581","0.064",,"0.9",,,"pp",,"SAMHD1 (pp) IFIT1",,"0.935","false","pp","SAMHD1 (pp) IFIT1","0.364"
"20582","0.163",,"0.9",,,"pp",,"SAMHD1 (pp) IFIT3",,"0.933","false","pp","SAMHD1 (pp) IFIT3","0.268"
"20583","0.133",,"0.9",,,"pp",,"SAMHD1 (pp) IFIT2",,"0.937","false","pp","SAMHD1 (pp) IFIT2","0.331"
"20584","0.097",,"0.9",,,"pp",,"SAMHD1 (pp) ISG15",,"0.946","false","pp","SAMHD1 (pp) ISG15","0.45"
"20585","0.112",,,,,"pp",,"SAMHD1 (pp) DDX58",,"0.549","false","pp","SAMHD1 (pp) DDX58","0.513"
"20586","0.157",,,,,"pp",,"SAMHD1 (pp) TRIM22",,"0.615","false","pp","SAMHD1 (pp) TRIM22","0.562"
"20587","0.086",,"0.9",,,"pp",,"SAMHD1 (pp) RSAD2",,"0.949","false","pp","SAMHD1 (pp) RSAD2","0.487"
"20588","0.062",,,,,"pp",,"SAMHD1 (pp) SLFN11",,"0.541","false","pp","SAMHD1 (pp) SLFN11","0.531"
"20589","0.113",,"0.9",,,"pp",,"SAMHD1 (pp) IRF7",,"0.937","false","pp","SAMHD1 (pp) IRF7","0.353"
"20590","0.127",,"0.9",,,"pp",,"SAMHD1 (pp) MX1","0.068","0.951","false","pp","SAMHD1 (pp) MX1","0.472"
"20591","0.061",,,,,"pp",,"SAMHD1 (pp) APOBEC3A",,"0.609","false","pp","SAMHD1 (pp) APOBEC3A","0.601"
"20592","0.062",,,,,"pp",,"SAMHD1 (pp) APOBEC3G",,"0.85","false","pp","SAMHD1 (pp) APOBEC3G","0.847"
"20593",,,,,,"pp",,"SAMHD1 (pp) CXCR4",,"0.429","false","pp","SAMHD1 (pp) CXCR4","0.429"
"20594",,,,,,"pp",,"SAMHD1 (pp) SERINC5",,"0.544","false","pp","SAMHD1 (pp) SERINC5","0.544"
"20595","0.088",,,,,"pp",,"KCNN4 (pp) ICAM1",,"0.482","false","pp","KCNN4 (pp) ICAM1","0.456"
"20596","0.062",,,,,"pp",,"KCNN4 (pp) KCND3",,"0.62","false","pp","KCNN4 (pp) KCND3","0.612"
"20597","0.061",,,,,"pp",,"KCNN4 (pp) ANO1",,"0.558","false","pp","KCNN4 (pp) ANO1","0.548"
"20598","0.065",,"0.8",,,"pp",,"KCNN4 (pp) KCNK5",,"0.905","false","pp","KCNN4 (pp) KCNK5","0.535"
"20599",,,,"0.05",,"pp",,"KCNN4 (pp) ZFP57",,"0.513","false","pp","KCNN4 (pp) ZFP57","0.509"
"20600",,,"0.8",,,"pp",,"KCNN4 (pp) KCNN2",,"0.813","false","pp","KCNN4 (pp) KCNN2","0.107"
"20601","0.063",,,,,"pp",,"GNA15 (pp) ARFGAP3",,"0.403","false","pp","GNA15 (pp) ARFGAP3","0.389"
"20602","0.078",,"0.9","0.177",,"pp",,"GNA15 (pp) GPR65",,"0.93","false","pp","GNA15 (pp) GPR65","0.195"
"20603","0.088",,"0.9",,,"pp",,"GNA15 (pp) PROK2",,"0.904","false","pp","GNA15 (pp) PROK2",
"20604","0.076",,"0.9","0.467",,"pp",,"GNA15 (pp) CXCR1",,"0.949","false","pp","GNA15 (pp) CXCR1","0.092"
"20605",,,"0.9","0.177",,"pp",,"GNA15 (pp) AVPR1A",,"0.917","false","pp","GNA15 (pp) AVPR1A","0.08"
"20606","0.171",,"0.9",,,"pp",,"GNA15 (pp) CXCL8",,"0.923","false","pp","GNA15 (pp) CXCL8","0.155"
"20607","0.061",,,"0.184",,"pp",,"GNA15 (pp) ADCY4",,"0.404","false","pp","GNA15 (pp) ADCY4","0.284"
"20608",,,"0.9","0.467",,"pp",,"GNA15 (pp) CXCR2",,"0.948","false","pp","GNA15 (pp) CXCR2","0.112"
"20609",,,"0.9","0.177",,"pp",,"GNA15 (pp) GPR39",,"0.914","false","pp","GNA15 (pp) GPR39",
"20610","0.088",,"0.9",,,"pp",,"GNA15 (pp) GPR132",,"0.905","false","pp","GNA15 (pp) GPR132","0.047"
"20611",,,"0.9","0.358",,"pp",,"GNA15 (pp) GNG2",,"0.952","false","pp","GNA15 (pp) GNG2","0.323"
"20612","0.065",,,"0.177",,"pp",,"GNA15 (pp) OPRL1",,"0.462","false","pp","GNA15 (pp) OPRL1","0.358"
"20613",,,,"0.177",,"pp",,"GNA15 (pp) HTR7",,"0.407","false","pp","GNA15 (pp) HTR7","0.31"
"20614","0.16",,"0.9","0.261",,"pp",,"GNA15 (pp) RGS18",,"0.934","false","pp","GNA15 (pp) RGS18","0.064"
"20615",,,"0.8","0.177",,"pp",,"GNA15 (pp) RXFP4",,"0.835","false","pp","GNA15 (pp) RXFP4","0.082"
"20616","0.079",,,"0.177",,"pp",,"GNA15 (pp) ADORA3",,"0.459","false","pp","GNA15 (pp) ADORA3","0.344"
"20617","0.088",,"0.9",,,"pp",,"GNA15 (pp) PTAFR",,"0.906","false","pp","GNA15 (pp) PTAFR","0.058"
"20618",,,"0.9","0.177",,"pp",,"GNA15 (pp) LPAR1",,"0.917","false","pp","GNA15 (pp) LPAR1","0.072"
"20619","0.088",,"0.9",,,"pp",,"GNA15 (pp) ANXA1",,"0.921","false","pp","GNA15 (pp) ANXA1","0.205"
"20620","0.076",,,"0.177",,"pp",,"GNA15 (pp) HRH2",,"0.503","false","pp","GNA15 (pp) HRH2","0.4"
"20621",,,"0.9","0.124",,"pp",,"GNA15 (pp) PLCB4",,"0.925","false","pp","GNA15 (pp) PLCB4","0.213"
"20622",,,"0.9","0.084",,"pp",,"GNA15 (pp) GRK5",,"0.92","false","pp","GNA15 (pp) GRK5","0.202"
"20623","0.096",,,"0.184",,"pp",,"GNA15 (pp) ADCY7",,"0.442","false","pp","GNA15 (pp) ADCY7","0.304"
"20624","0.127",,"0.9","0.261",,"pp",,"GNA15 (pp) RGS19",,"0.934","false","pp","GNA15 (pp) RGS19","0.104"
"20625","0.346",,,,,"pp",,"GNA15 (pp) ITGB2",,"0.475","false","pp","GNA15 (pp) ITGB2","0.23"
"20626","0.086",,"0.9","0.085",,"pp",,"GNA15 (pp) ARRB2",,"0.933","false","pp","GNA15 (pp) ARRB2","0.3"
"20627",,,"0.9","0.079",,"pp",,"GNA15 (pp) ESR1",,"0.911","false","pp","GNA15 (pp) ESR1","0.112"
"20628","0.087",,"0.9","0.358",,"pp",,"GNA15 (pp) GNGT2",,"0.956","false","pp","GNA15 (pp) GNGT2","0.338"
"20629",,,"0.9",,,"pp",,"GNA15 (pp) BDKRB2",,"0.91","false","pp","GNA15 (pp) BDKRB2","0.137"
"20630",,,"0.9",,,"pp",,"GNA15 (pp) S1PR2",,"0.922","false","pp","GNA15 (pp) S1PR2","0.255"
"20631","0.076",,"0.9","0.177",,"pp",,"GNA15 (pp) FPR2",,"0.925","false","pp","GNA15 (pp) FPR2","0.134"
"20632","0.076",,"0.9","0.177",,"pp",,"GNA15 (pp) FPR1",,"0.93","false","pp","GNA15 (pp) FPR1","0.197"
"20633",,,"0.9",,,"pp",,"GNA15 (pp) FFAR2",,"0.902","false","pp","GNA15 (pp) FFAR2","0.064"
"20634","0.061",,"0.9",,,"pp",,"GNA15 (pp) P2RY6",,"0.902","false","pp","GNA15 (pp) P2RY6","0.047"
"20635","0.18",,,,,"pp",,"MAP3K8 (pp) IL1B",,"0.443","false","pp","MAP3K8 (pp) IL1B","0.348"
"20636",,,,,,"pp",,"MAP3K8 (pp) IL22RA1",,"0.462","false","pp","MAP3K8 (pp) IL22RA1","0.462"
"20637","0.145",,,,,"pp",,"MAP3K8 (pp) CXCL8",,"0.443","false","pp","MAP3K8 (pp) CXCL8","0.376"
"20638","0.087",,,,,"pp",,"MAP3K8 (pp) KIF5B",,"0.415","false","pp","MAP3K8 (pp) KIF5B","0.386"
"20639","0.089",,,"0.169",,"pp",,"MAP3K8 (pp) TLR8",,"0.456","false","pp","MAP3K8 (pp) TLR8","0.339"
"20640",,"0.135",,"0.286",,"pp",,"MAP3K8 (pp) MAPK11",,"0.423","false","pp","MAP3K8 (pp) MAPK11","0.14"
"20641","0.112",,,"0.169",,"pp",,"MAP3K8 (pp) TLR1",,"0.489","false","pp","MAP3K8 (pp) TLR1","0.363"
"20642","0.078",,,"0.185",,"pp",,"MAP3K8 (pp) DUSP5",,"0.475","false","pp","MAP3K8 (pp) DUSP5","0.358"
"20643","0.092",,,"0.447",,"pp",,"MAP3K8 (pp) NFKB2",,"0.711","false","pp","MAP3K8 (pp) NFKB2","0.471"
"20644","0.053",,,,,"pp",,"MAP3K8 (pp) JUN",,"0.43","false","pp","MAP3K8 (pp) JUN","0.423"
"20645","0.078",,,"0.313",,"pp",,"MAP3K8 (pp) CD40",,"0.533","false","pp","MAP3K8 (pp) CD40","0.323"
"20646","0.063",,,"0.169",,"pp",,"MAP3K8 (pp) TLR7",,"0.456","false","pp","MAP3K8 (pp) TLR7","0.357"
"20647","0.055",,,"0.185",,"pp",,"MAP3K8 (pp) DUSP8",,"0.412","false","pp","MAP3K8 (pp) DUSP8","0.298"
