"SUID","coexpression","cooccurrence","databases","experiments","fusion","interaction","interspecies","name","neighborhood","score","selected","shared interaction","shared name","textmining" 
"21975","0.316",,,,,"pp",,"FCGR2A (pp) CD163",,"0.665","false","pp","FCGR2A (pp) CD163","0.53"
"21976","0.13",,,,,"pp",,"FCGR2A (pp) HLA-DRB1",,"0.433","false","pp","FCGR2A (pp) HLA-DRB1","0.375"
"21977","0.257",,,,,"pp",,"FCGR2A (pp) CD300A",,"0.46","false","pp","FCGR2A (pp) CD300A","0.302"
"21978","0.118",,,"0.1",,"pp",,"FCGR2A (pp) CXCL9",,"0.44","false","pp","FCGR2A (pp) CXCL9","0.351"
"21979","0.21",,,,,"pp",,"FCGR2A (pp) TLR1",,"0.544","false","pp","FCGR2A (pp) TLR1","0.447"
"21980","0.365",,,,,"pp",,"FCGR2A (pp) NCF2",,"0.491","false","pp","FCGR2A (pp) NCF2","0.231"
"21981","0.415",,"0.9",,,"pp",,"FCGR2A (pp) FCGR3A",,"0.945","false","pp","FCGR2A (pp) FCGR3A","0.146"
"21982","0.556",,,,,"pp",,"FCGR2A (pp) MNDA",,"0.594","false","pp","FCGR2A (pp) MNDA","0.124"
"21983","0.062",,,,,"pp",,"FCGR2A (pp) CD1B",,"0.52","false","pp","FCGR2A (pp) CD1B","0.51"
"21984","0.27",,"0.9",,,"pp",,"FCGR2A (pp) FCGR1A",,"0.936","false","pp","FCGR2A (pp) FCGR1A","0.2"
"21985","0.061",,"0.9",,,"pp",,"FCGR2A (pp) VAV3",,"0.905","false","pp","FCGR2A (pp) VAV3","0.071"
"21986","0.065",,,,,"pp",,"FCGR2A (pp) CD40",,"0.678","false","pp","FCGR2A (pp) CD40","0.67"
"21987",,,"0.8","0.109",,"pp",,"FCGR2A (pp) SRC",,"0.921","false","pp","FCGR2A (pp) SRC","0.593"
"21988","0.096",,,,,"pp",,"FCGR2A (pp) CXCR3",,"0.465","false","pp","FCGR2A (pp) CXCR3","0.432"
"21989","0.261",,"0.9",,,"pp",,"FCGR2A (pp) FGR",,"0.934","false","pp","FCGR2A (pp) FGR","0.187"
"21990","0.382",,,,,"pp",,"FCGR2A (pp) C1QC",,"0.469","false","pp","FCGR2A (pp) C1QC","0.175"
"21991","0.281",,,,,"pp",,"FCGR2A (pp) C1QA",,"0.429","false","pp","FCGR2A (pp) C1QA","0.238"
"21992","0.158",,"0.9","0.379",,"pp",,"FCGR2A (pp) SYK",,"0.974","false","pp","FCGR2A (pp) SYK","0.576"
"21993","0.142",,,,,"pp",,"FCGR2A (pp) TNFSF13B",,"0.478","false","pp","FCGR2A (pp) TNFSF13B","0.417"
"21994","0.214",,,,,"pp",,"FCGR2A (pp) AIF1",,"0.545","false","pp","FCGR2A (pp) AIF1","0.446"
"21995",,,,,,"pp",,"FCGR2A (pp) FOXP3",,"0.69","false","pp","FCGR2A (pp) FOXP3","0.69"
"21996","0.154",,,,,"pp",,"FCGR2A (pp) TNFRSF1B",,"0.408","false","pp","FCGR2A (pp) TNFRSF1B","0.329"
"21997",,,,,,"pp",,"FCGR2A (pp) ZNF311",,"0.451","false","pp","FCGR2A (pp) ZNF311","0.451"
"21998","0.333",,,,,"pp",,"FCGR2A (pp) CYBB",,"0.479","false","pp","FCGR2A (pp) CYBB","0.251"
"21999","0.1",,,,,"pp",,"FCGR2A (pp) CD83",,"0.533","false","pp","FCGR2A (pp) CD83","0.503"
"22000","0.399",,,,,"pp",,"FCGR2A (pp) LY86",,"0.498","false","pp","FCGR2A (pp) LY86","0.199"
"22001","0.069",,,,,"pp",,"FCGR2A (pp) IL2RA",,"0.41","false","pp","FCGR2A (pp) IL2RA","0.393"
"22002","0.152",,,,,"pp",,"FCGR2A (pp) TLR7",,"0.6","false","pp","FCGR2A (pp) TLR7","0.548"
"22003",,,,,,"pp",,"FCGR2A (pp) SDC1",,"0.473","false","pp","FCGR2A (pp) SDC1","0.473"
"22004","0.061",,,,,"pp",,"FCGR2A (pp) CD274",,"0.488","false","pp","FCGR2A (pp) CD274","0.477"
"22005","0.257",,"0.8",,,"pp",,"FCGR2A (pp) LILRB4",,"0.861","false","pp","FCGR2A (pp) LILRB4","0.143"
"22006","0.547",,"0.8",,,"pp",,"FCGR2A (pp) LILRB2",,"0.916","false","pp","FCGR2A (pp) LILRB2","0.152"
"22007",,,"0.9",,,"pp",,"FCGR2A (pp) WASF1",,"0.9","false","pp","FCGR2A (pp) WASF1",
"22008","0.119",,"0.8",,,"pp",,"FCGR2A (pp) LILRA6",,"0.834","false","pp","FCGR2A (pp) LILRA6","0.134"
"22009","0.07",,,,,"pp",,"FCGR2A (pp) ITGA4",,"0.457","false","pp","FCGR2A (pp) ITGA4","0.441"
"22010","0.293",,,,,"pp",,"FCGR2A (pp) NCF4",,"0.418","false","pp","FCGR2A (pp) NCF4","0.21"
"22011","0.327",,"0.9",,,"pp",,"FCGR2A (pp) ITGB2",,"0.947","false","pp","FCGR2A (pp) ITGB2","0.287"
"22012",,,"0.9",,,"pp",,"FCGR2A (pp) MYO5A",,"0.9","false","pp","FCGR2A (pp) MYO5A",
"22013","0.051",,,,,"pp",,"FCGR2A (pp) IL6",,"0.633","false","pp","FCGR2A (pp) IL6","0.63"
"22014","0.088",,,,,"pp",,"FCGR2A (pp) CXCR4",,"0.429","false","pp","FCGR2A (pp) CXCR4","0.4"
"22015","0.088",,,,,"pp",,"FCGR2A (pp) TLR6",,"0.456","false","pp","FCGR2A (pp) TLR6","0.428"
"22016","0.4",,,,,"pp",,"FCGR2A (pp) MS4A6A",,"0.436","false","pp","FCGR2A (pp) MS4A6A","0.099"
"22017","0.223",,,,,"pp",,"FCGR2A (pp) CSF2RA",,"0.428","false","pp","FCGR2A (pp) CSF2RA","0.294"
"22018","0.098",,,,,"pp",,"FCGR2A (pp) PRF1",,"0.45","false","pp","FCGR2A (pp) PRF1","0.416"
"22019","0.107",,,,,"pp",,"FCGR2A (pp) TNF",,"0.668","false","pp","FCGR2A (pp) TNF","0.644"
"22020","0.174",,"0.8",,,"pp",,"FCGR2A (pp) LILRA5",,"0.855","false","pp","FCGR2A (pp) LILRA5","0.196"
"22021","0.107",,"0.8",,,"pp",,"FCGR2A (pp) LILRB5",,"0.817","false","pp","FCGR2A (pp) LILRB5","0.057"
"22022","0.065",,,,,"pp",,"FCGR2A (pp) IL10",,"0.68","false","pp","FCGR2A (pp) IL10","0.672"
"22023","0.166",,"0.9","0.32",,"pp",,"FCGR2A (pp) LYN",,"0.962","false","pp","FCGR2A (pp) LYN","0.418"
"22024","0.078",,,,,"pp",,"FCGR2A (pp) TLR5",,"0.491","false","pp","FCGR2A (pp) TLR5","0.471"
"22025","0.078",,,,,"pp",,"FCGR2A (pp) CCR3",,"0.406","false","pp","FCGR2A (pp) CCR3","0.382"
"22026","0.303",,"0.9",,,"pp",,"FCGR2A (pp) ITGAM",,"0.987","false","pp","FCGR2A (pp) ITGAM","0.839"
"22027",,,"0.9",,,"pp",,"FCGR2A (pp) CYFIP2",,"0.9","false","pp","FCGR2A (pp) CYFIP2",
"22028","0.498",,"0.9","0.294",,"pp",,"FCGR2A (pp) HCK",,"0.969","false","pp","FCGR2A (pp) HCK","0.25"
"22029","0.311",,,,,"pp",,"FCGR2A (pp) ITGAX",,"0.852","false","pp","FCGR2A (pp) ITGAX","0.794"
"22030","0.19",,,,,"pp",,"FCGR2A (pp) MRC1",,"0.714","false","pp","FCGR2A (pp) MRC1","0.662"
"22031","0.252",,,,,"pp",,"FCGR2A (pp) CD300LF",,"0.446","false","pp","FCGR2A (pp) CD300LF","0.289"
"22032","0.535",,,,,"pp",,"FCGR2A (pp) FPR1",,"0.616","false","pp","FCGR2A (pp) FPR1","0.207"
"22033","0.127",,"0.9",,,"pp",,"FCGR2A (pp) VAV1",,"0.93","false","pp","FCGR2A (pp) VAV1","0.265"
"22034","0.16",,,,,"pp",,"FCGR2A (pp) CCL3",,"0.489","false","pp","FCGR2A (pp) CCL3","0.416"
"22035","0.162",,,,,"pp",,"FCGR2A (pp) CCL4",,"0.43","false","pp","FCGR2A (pp) CCL4","0.348"
"22036",,,,,,"pp",,"REN (pp) PLEKHA6",,"0.475","false","pp","REN (pp) PLEKHA6","0.475"
"22037","0.055",,,,"0.004","pp",,"REN (pp) AKR1B1",,"0.408","false","pp","REN (pp) AKR1B1","0.4"
"22038",,,,,,"pp",,"REN (pp) NCF1",,"0.528","false","pp","REN (pp) NCF1","0.528"
"22039",,,,"0.055",,"pp",,"REN (pp) LRSAM1",,"0.408","false","pp","REN (pp) LRSAM1","0.4"
"22040",,,,"0.05",,"pp",,"REN (pp) MAPK11",,"0.429","false","pp","REN (pp) MAPK11","0.424"
"22041","0.062",,,"0.404",,"pp",,"REN (pp) CTSB",,"0.61","false","pp","REN (pp) CTSB","0.358"
"22042","0.059",,,,,"pp",,"REN (pp) SUCNR1",,"0.717","false","pp","REN (pp) SUCNR1","0.712"
"22043","0.088",,,,,"pp",,"REN (pp) PTGS2",,"0.625","false","pp","REN (pp) PTGS2","0.605"
"22044",,,,,,"pp",,"REN (pp) SGK1",,"0.432","false","pp","REN (pp) SGK1","0.432"
"22045",,,,,,"pp",,"REN (pp) ADORA3",,"0.429","false","pp","REN (pp) ADORA3","0.429"
"22046","0.061",,,,,"pp",,"REN (pp) JUN",,"0.633","false","pp","REN (pp) JUN","0.625"
"22047",,,,,,"pp",,"REN (pp) NOX1",,"0.501","false","pp","REN (pp) NOX1","0.501"
"22048","0.062",,,"0.085",,"pp",,"REN (pp) SRC",,"0.424","false","pp","REN (pp) SRC","0.383"
"22049",,,,,,"pp",,"REN (pp) DDAH2",,"0.497","false","pp","REN (pp) DDAH2","0.497"
"22050",,,,,,"pp",,"REN (pp) CYBB",,"0.613","false","pp","REN (pp) CYBB","0.613"
"22051",,,,,,"pp",,"REN (pp) TMEM27",,"0.43","false","pp","REN (pp) TMEM27","0.43"
"22052","0.062",,,,,"pp",,"REN (pp) PRCP",,"0.486","false","pp","REN (pp) PRCP","0.475"
"22053",,,,"0.379",,"pp",,"REN (pp) RENBP",,"0.74","false","pp","REN (pp) RENBP","0.598"
"22054",,,,,,"pp",,"REN (pp) POMC",,"0.839","false","pp","REN (pp) POMC","0.839"
"22055",,,,,,"pp",,"REN (pp) IL6",,"0.797","false","pp","REN (pp) IL6","0.797"
"22056","0.061",,,,,"pp",,"REN (pp) ACE2",,"0.95","false","pp","REN (pp) ACE2","0.949"
"22057",,,,,,"pp",,"REN (pp) TNF",,"0.741","false","pp","REN (pp) TNF","0.741"
"22058",,,,,,"pp",,"REN (pp) BEST1",,"0.441","false","pp","REN (pp) BEST1","0.441"
"22059","0.061",,,,,"pp",,"REN (pp) ESR1",,"0.598","false","pp","REN (pp) ESR1","0.589"
"22060","0.061",,,,,"pp",,"REN (pp) IL10",,"0.451","false","pp","REN (pp) IL10","0.439"
"22061",,,,,,"pp",,"REN (pp) KCNJ5",,"0.486","false","pp","REN (pp) KCNJ5","0.486"
"22062",,,,,,"pp",,"REN (pp) ADM",,"0.63","false","pp","REN (pp) ADM","0.63"
"22063","0.092",,,"0.463",,"pp",,"REN (pp) PCSK5",,"0.565","false","pp","REN (pp) PCSK5","0.179"
"22064",,,,,,"pp",,"REN (pp) MGAM",,"0.427","false","pp","REN (pp) MGAM","0.427"
"22065",,,,,,"pp",,"REN (pp) BDKRB2",,"0.473","false","pp","REN (pp) BDKRB2","0.473"
"22066","0.1",,,,,"pp",,"PLEKHA6 (pp) GOLT1A",,"0.878","false","pp","PLEKHA6 (pp) GOLT1A","0.87"
"22067","0.063",,,,,"pp",,"OTOF (pp) PTPRR",,"0.502","false","pp","OTOF (pp) PTPRR","0.49"
"22068","0.062",,,,,"pp",,"OTOF (pp) CACNA1D",,"0.651","false","pp","OTOF (pp) CACNA1D","0.644"
"22069","0.082",,,,,"pp",,"OTOF (pp) GJB6",,"0.588","false","pp","OTOF (pp) GJB6","0.57"
"22070","0.079",,,"0.08",,"pp",,"OTOF (pp) ESPN",,"0.559","false","pp","OTOF (pp) ESPN","0.521"
"22071","0.087",,,,,"pp",,"OTOF (pp) SNPH",,"0.423","false","pp","OTOF (pp) SNPH","0.394"
"22072","0.062",,,,,"pp",,"OTOF (pp) GJB2",,"0.739","false","pp","OTOF (pp) GJB2","0.734"
"22073",,,,,,"pp",,"OTOF (pp) JUP",,"0.469","false","pp","OTOF (pp) JUP","0.469"
"22074","0.063",,,,,"pp",,"OTOF (pp) SYT7",,"0.585","false","pp","OTOF (pp) SYT7","0.575"
"22075","0.063",,,,,"pp",,"OTOF (pp) RNF213",,"0.464","false","pp","OTOF (pp) RNF213","0.452"
"22076",,,,,,"pp",,"SFXN5 (pp) GRAMD1B",,"0.493","false","pp","SFXN5 (pp) GRAMD1B","0.493"
"22077",,,"0.9","0.092",,"pp",,"PTH2R (pp) ADCY4",,"0.921","false","pp","PTH2R (pp) ADCY4","0.205"
"22078",,,"0.9",,,"pp",,"PTH2R (pp) GPR39",,"0.9","false","pp","PTH2R (pp) GPR39",
"22079",,,"0.9","0.166",,"pp",,"PTH2R (pp) GNG2",,"0.913","false","pp","PTH2R (pp) GNG2",
"22080","0.061",,"0.9",,,"pp",,"PTH2R (pp) HTR7",,"0.902","false","pp","PTH2R (pp) HTR7","0.049"
"22081",,,"0.9",,,"pp",,"PTH2R (pp) HRH2",,"0.9","false","pp","PTH2R (pp) HRH2",
"22082",,,"0.9",,,"pp",,"PTH2R (pp) RLN2",,"0.9","false","pp","PTH2R (pp) RLN2",
"22083",,,"0.9","0.092",,"pp",,"PTH2R (pp) ADCY7",,"0.92","false","pp","PTH2R (pp) ADCY7","0.199"
"22084",,,"0.9",,,"pp",,"PTH2R (pp) ADM2",,"0.913","false","pp","PTH2R (pp) ADM2","0.167"
"22085","0.064",,"0.9",,,"pp",,"PTH2R (pp) POMC",,"0.917","false","pp","PTH2R (pp) POMC","0.187"
"22086",,,"0.9","0.166",,"pp",,"PTH2R (pp) GNGT2",,"0.913","false","pp","PTH2R (pp) GNGT2",
"22087",,,"0.9",,,"pp",,"PTH2R (pp) ADM",,"0.912","false","pp","PTH2R (pp) ADM","0.156"
"22088",,,"0.9",,,"pp",,"PTH2R (pp) GPR84",,"0.9","false","pp","PTH2R (pp) GPR84",
"22089",,,,,,"pp",,"PNKD (pp) CACNA1A",,"0.422","false","pp","PNKD (pp) CACNA1A","0.422"
"22090",,,,,,"pp",,"PNKD (pp) ALDH18A1","0.332","0.41","false","pp","PNKD (pp) ALDH18A1","0.153"
"22091",,,,,,"pp",,"CNPY2 (pp) ERO1LB",,"0.412","false","pp","CNPY2 (pp) ERO1LB","0.412"
"22092",,,,,,"pp",,"CNPY2 (pp) C12orf73",,"0.443","false","pp","CNPY2 (pp) C12orf73","0.443"
"22093","0.195",,,,,"pp",,"AMT (pp) RPIA",,"0.557","false","pp","AMT (pp) RPIA","0.472"
"22094","0.117",,"0.9",,,"pp",,"AMT (pp) AGXT","0.046","0.956","false","pp","AMT (pp) AGXT","0.539"
"22095","0.093",,"0.8",,,"pp",,"AMT (pp) GLUL","0.078","0.929","false","pp","AMT (pp) GLUL","0.628"
"22096","0.062",,,,,"pp",,"AMT (pp) ALDH5A1",,"0.447","false","pp","AMT (pp) ALDH5A1","0.435"
"22097","0.061",,,,,"pp",,"AMT (pp) OCA2",,"0.806","false","pp","AMT (pp) OCA2","0.801"
"22098","0.063",,"0.8",,,"pp",,"AMT (pp) ALDH4A1",,"0.835","false","pp","AMT (pp) ALDH4A1","0.191"
"22099",,,,,,"pp",,"PLK2 (pp) AKR1B1",,"0.455","false","pp","PLK2 (pp) AKR1B1","0.455"
"22100","0.062",,,"0.364",,"pp",,"PLK2 (pp) TBC1D2B",,"0.443","false","pp","PLK2 (pp) TBC1D2B","0.142"
"22101",,,,"0.05",,"pp",,"PLK2 (pp) ESRRG",,"0.512","false","pp","PLK2 (pp) ESRRG","0.507"
"22102","0.062",,,"0.364",,"pp",,"PLK2 (pp) GRTP1",,"0.443","false","pp","PLK2 (pp) GRTP1","0.142"
"22103","0.063",,,"0.186",,"pp",,"PLK2 (pp) DUSP8",,"0.465","false","pp","PLK2 (pp) DUSP8","0.355"
"22104","0.204",,,"0.267",,"pp",,"PLK2 (pp) CDK18",,"0.433","false","pp","PLK2 (pp) CDK18","0.107"
"22105","0.25",,,"0.195",,"pp",,"PLK2 (pp) PSTPIP1",,"0.476","false","pp","PLK2 (pp) PSTPIP1","0.203"
"22106",,,,,,"pp",,"TRIM7 (pp) SERPINA7",,"0.421","false","pp","TRIM7 (pp) SERPINA7","0.421"
"22107",,,,,,"pp",,"PLA2G7 (pp) MS4A2",,"0.527","false","pp","PLA2G7 (pp) MS4A2","0.527"
"22108",,,"0.65",,,"pp",,"PLA2G7 (pp) PLA2G4D",,"0.707","false","pp","PLA2G7 (pp) PLA2G4D","0.197"
"22109",,,"0.54",,,"pp",,"PLA2G7 (pp) LIPC",,"0.627","false","pp","PLA2G7 (pp) LIPC","0.224"
"22110",,,"0.54",,,"pp",,"PLA2G7 (pp) BIN1",,"0.544","false","pp","PLA2G7 (pp) BIN1","0.05"
"22111",,,"0.72",,,"pp",,"PLA2G7 (pp) APOL1",,"0.744","false","pp","PLA2G7 (pp) APOL1","0.125"
"22112","0.111",,,,,"pp",,"PLA2G7 (pp) TDRD6",,"0.566","false","pp","PLA2G7 (pp) TDRD6","0.532"
"22113","0.061",,"0.72",,,"pp",,"PLA2G7 (pp) HP",,"0.755","false","pp","PLA2G7 (pp) HP","0.144"
"22114","0.323",,,,,"pp",,"PLA2G7 (pp) CD163",,"0.458","false","pp","PLA2G7 (pp) CD163","0.233"
"22115","0.058",,"0.65",,,"pp",,"PLA2G7 (pp) PLA2G12B",,"0.771","false","pp","PLA2G7 (pp) PLA2G12B","0.361"
"22116","0.097",,,,,"pp",,"PLA2G7 (pp) PTAFR",,"0.668","false","pp","PLA2G7 (pp) PTAFR","0.648"
"22117",,,"0.9","0.379",,"pp",,"PLA2G7 (pp) PAFAH1B1",,"0.948","false","pp","PLA2G7 (pp) PAFAH1B1","0.234"
"22118",,,"0.65",,,"pp",,"PLA2G7 (pp) PLA2G4F",,"0.684","false","pp","PLA2G7 (pp) PLA2G4F","0.136"
"22119",,,"0.65",,,"pp",,"PLA2G7 (pp) PLA2G4E",,"0.863","false","pp","PLA2G7 (pp) PLA2G4E","0.626"
"22120",,,,,,"pp",,"PLA2G7 (pp) IL6",,"0.476","false","pp","PLA2G7 (pp) IL6","0.476"
"22121",,,,,,"pp",,"PLA2G7 (pp) KCNS3",,"0.527","false","pp","PLA2G7 (pp) KCNS3","0.527"
"22122","0.077",,"0.72",,,"pp",,"PLA2G7 (pp) APOC1",,"0.819","false","pp","PLA2G7 (pp) APOC1","0.359"
"22123",,,,,,"pp",,"RNF44 (pp) RPL26",,"0.425","false","pp","RNF44 (pp) RPL26","0.425"
"22124","0.099",,,"0.05",,"pp",,"FGD2 (pp) ADAP2",,"0.582","false","pp","FGD2 (pp) ADAP2","0.551"
"22125","0.11",,,,,"pp",,"TMEM140 (pp) APOL3",,"0.402","false","pp","TMEM140 (pp) APOL3","0.356"
"22126",,,,,,"pp",,"TMEM140 (pp) ARFRP1",,"0.444","false","pp","TMEM140 (pp) ARFRP1","0.444"
"22127","0.065",,"0.9",,,"pp",,"CHST7 (pp) CHST11",,"0.961","false","pp","CHST7 (pp) CHST11","0.624"
"22128",,,"0.9",,,"pp",,"CHST7 (pp) BCAN",,"0.903","false","pp","CHST7 (pp) BCAN","0.078"
"22129","0.062",,,,,"pp",,"CHST7 (pp) DSE",,"0.737","false","pp","CHST7 (pp) DSE","0.731"
"22130",,,,,,"pp",,"CHST7 (pp) HS3ST3B1",,"0.468","false","pp","CHST7 (pp) HS3ST3B1","0.468"
"22131",,,"0.9",,,"pp",,"CHST7 (pp) CSPG5",,"0.9","false","pp","CHST7 (pp) CSPG5",
"22132","0.099",,,,,"pp",,"CHST7 (pp) SLC9A7",,"0.771","false","pp","CHST7 (pp) SLC9A7","0.757"
"22133","0.061",,"0.9",,,"pp",,"CHST7 (pp) CHST12",,"0.983","false","pp","CHST7 (pp) CHST12","0.842"
"22134","0.054",,"0.9",,,"pp",,"FRMPD3 (pp) ATP8B4",,"0.901","false","pp","FRMPD3 (pp) ATP8B4",
"22135",,,"0.9",,,"pp",,"FRMPD3 (pp) FCER1G",,"0.9","false","pp","FRMPD3 (pp) FCER1G",
"22136",,,,,,"pp",,"FRMPD3 (pp) LAPTM5",,"0.422","false","pp","FRMPD3 (pp) LAPTM5","0.422"
"22137",,,"0.9","0.185",,"pp",,"FRMPD3 (pp) RAP2B",,"0.915","false","pp","FRMPD3 (pp) RAP2B",
"22138",,,,,,"pp",,"FRMPD3 (pp) FMNL3",,"0.44","false","pp","FRMPD3 (pp) FMNL3","0.44"
"22139",,,"0.9",,,"pp",,"FRMPD3 (pp) FCAR",,"0.9","false","pp","FRMPD3 (pp) FCAR",
"22140",,,"0.9",,,"pp",,"FRMPD3 (pp) CLEC12A",,"0.9","false","pp","FRMPD3 (pp) CLEC12A",
"22141",,,"0.9",,,"pp",,"FRMPD3 (pp) CD300A",,"0.9","false","pp","FRMPD3 (pp) CD300A","0.048"
"22142",,,"0.9",,,"pp",,"FRMPD3 (pp) SIGLEC14",,"0.9","false","pp","FRMPD3 (pp) SIGLEC14",
"22143","0.055",,"0.9",,,"pp",,"FRMPD3 (pp) TMEM63A",,"0.901","false","pp","FRMPD3 (pp) TMEM63A",
"22144",,,"0.9",,,"pp",,"FRMPD3 (pp) PTAFR",,"0.9","false","pp","FRMPD3 (pp) PTAFR",
"22145",,,"0.9",,,"pp",,"FRMPD3 (pp) CYBB",,"0.9","false","pp","FRMPD3 (pp) CYBB",
"22146",,,"0.9",,,"pp",,"FRMPD3 (pp) LAIR1",,"0.9","false","pp","FRMPD3 (pp) LAIR1",
"22147",,,"0.9",,,"pp",,"FRMPD3 (pp) LILRB2",,"0.905","false","pp","FRMPD3 (pp) LILRB2","0.092"
"22148",,,"0.9",,,"pp",,"FRMPD3 (pp) ITGB2",,"0.9","false","pp","FRMPD3 (pp) ITGB2",
"22149",,,"0.9",,,"pp",,"FRMPD3 (pp) SIRPA",,"0.9","false","pp","FRMPD3 (pp) SIRPA",
"22150",,,,,,"pp",,"FRMPD3 (pp) MAMLD1",,"0.42","false","pp","FRMPD3 (pp) MAMLD1","0.42"
"22151",,,"0.9",,,"pp",,"FRMPD3 (pp) ITGAM",,"0.9","false","pp","FRMPD3 (pp) ITGAM",
"22152",,,"0.9",,,"pp",,"FRMPD3 (pp) MGAM",,"0.9","false","pp","FRMPD3 (pp) MGAM",
"22153",,,"0.9",,,"pp",,"FRMPD3 (pp) GPR84",,"0.9","false","pp","FRMPD3 (pp) GPR84",
"22154",,,"0.9",,,"pp",,"FRMPD3 (pp) ADAM8",,"0.9","false","pp","FRMPD3 (pp) ADAM8",
"22155",,,"0.9",,,"pp",,"FRMPD3 (pp) ITGAX",,"0.9","false","pp","FRMPD3 (pp) ITGAX",
"22156",,,"0.9",,,"pp",,"FRMPD3 (pp) FPR2",,"0.9","false","pp","FRMPD3 (pp) FPR2",
"22157","0.585",,"0.9","0.721",,"pp",,"ATP6V1B2 (pp) ATP6V0D2","0.167","0.997","false","pp","ATP6V1B2 (pp) ATP6V0D2","0.74"
"22158","0.12",,"0.9",,,"pp",,"ATP6V1B2 (pp) ATP6V0E2",,"0.946","false","pp","ATP6V1B2 (pp) ATP6V0E2","0.442"
"22159","0.35",,,,,"pp",,"DOK2 (pp) FERMT3",,"0.434","false","pp","DOK2 (pp) FERMT3","0.165"
"22160","0.196",,,,,"pp",,"DOK2 (pp) CD84",,"0.487","false","pp","DOK2 (pp) CD84","0.388"
"22161","0.336",,,,,"pp",,"DOK2 (pp) HCLS1",,"0.502","false","pp","DOK2 (pp) HCLS1","0.281"
"22162","0.062",,,"0.187",,"pp",,"DOK2 (pp) FYN",,"0.496","false","pp","DOK2 (pp) FYN","0.392"
"22163","0.16",,,"0.513",,"pp",,"DOK2 (pp) DOK3",,"0.642","false","pp","DOK2 (pp) DOK3","0.194"
"22164","0.061",,,"0.41",,"pp",,"DOK2 (pp) SRC",,"0.779","false","pp","DOK2 (pp) SRC","0.633"
"22165","0.346",,,"0.187",,"pp",,"DOK2 (pp) FGR",,"0.475","false","pp","DOK2 (pp) FGR","0.091"
"22166","0.156",,,"0.187",,"pp",,"DOK2 (pp) SYK",,"0.46","false","pp","DOK2 (pp) SYK","0.275"
"22167","0.108",,"0.9",,,"pp",,"DOK2 (pp) IL2RA",,"0.925","false","pp","DOK2 (pp) IL2RA","0.23"
"22168",,,,"0.058",,"pp",,"DOK2 (pp) PTPRD",,"0.443","false","pp","DOK2 (pp) PTPRD","0.433"
"22169","0.478",,,,,"pp",,"DOK2 (pp) LILRB2",,"0.493","false","pp","DOK2 (pp) LILRB2","0.069"
"22170","0.348",,,,,"pp",,"DOK2 (pp) ITGB2",,"0.403","false","pp","DOK2 (pp) ITGB2","0.121"
"22171","0.098",,"0.9","0.187",,"pp",,"DOK2 (pp) JAK3",,"0.926","false","pp","DOK2 (pp) JAK3","0.119"
"22172","0.185",,,"0.356",,"pp",,"DOK2 (pp) INPP5D",,"0.616","false","pp","DOK2 (pp) INPP5D","0.328"
"22173",,,,,,"pp",,"DOK2 (pp) CD200",,"0.694","false","pp","DOK2 (pp) CD200","0.694"
"22174","0.093",,,"0.41",,"pp",,"DOK2 (pp) LYN",,"0.613","false","pp","DOK2 (pp) LYN","0.334"
"22175","0.308",,,"0.41",,"pp",,"DOK2 (pp) HCK",,"0.633","false","pp","DOK2 (pp) HCK","0.172"
"22176","0.315",,,"0.187",,"pp",,"DOK2 (pp) BTK",,"0.508","false","pp","DOK2 (pp) BTK","0.187"
"22177","0.109",,,"0.05",,"pp",,"DNAJC5B (pp) CCT6B","0.043","0.462","false","pp","DNAJC5B (pp) CCT6B","0.414"
"22178","0.062",,,,,"pp",,"DNAJC5B (pp) PCSK5",,"0.586","false","pp","DNAJC5B (pp) PCSK5","0.577"
"22179","0.049",,,"0.08",,"pp",,"DNAJC5B (pp) TSSK6",,"0.494","false","pp","DNAJC5B (pp) TSSK6","0.468"
"22180",,,"0.65",,,"pp",,"HSD17B12 (pp) UGT1A6",,"0.654","false","pp","HSD17B12 (pp) UGT1A6","0.053"
"22181","0.062",,,"0.443",,"pp",,"HSD17B12 (pp) WARS","0.105","0.492","false","pp","HSD17B12 (pp) WARS",
"22182","0.062",,,,,"pp",,"HSD17B12 (pp) SLC16A5",,"0.628","false","pp","HSD17B12 (pp) SLC16A5","0.62"
"22183","0.061",,,"0.826",,"pp",,"HSD17B12 (pp) ATP1A1",,"0.83","false","pp","HSD17B12 (pp) ATP1A1","0.043"
"22184","0.058",,"0.9",,,"pp",,"MS4A2 (pp) FCER1G",,"0.937","false","pp","MS4A2 (pp) FCER1G","0.386"
"22185","0.334",,,,,"pp",,"MS4A2 (pp) CPA3",,"0.474","false","pp","MS4A2 (pp) CPA3","0.242"
"22186",,,"0.9",,,"pp",,"MS4A2 (pp) HCLS1",,"0.9","false","pp","MS4A2 (pp) HCLS1",
"22187",,,,,,"pp",,"MS4A2 (pp) CLEC4G",,"0.423","false","pp","MS4A2 (pp) CLEC4G","0.423"
"22188",,,"0.9","0.079",,"pp",,"MS4A2 (pp) FYN",,"0.903","false","pp","MS4A2 (pp) FYN",
"22189","0.061",,"0.9",,,"pp",,"MS4A2 (pp) KLRG1",,"0.908","false","pp","MS4A2 (pp) KLRG1","0.107"
"22190",,,"0.9",,,"pp",,"MS4A2 (pp) FCGR2B",,"0.938","false","pp","MS4A2 (pp) FCGR2B","0.405"
